Value,Acceleration,Release Clause,Cluster
2.9919306424998657,-0.17765092567703258,3.1615240447500086,0
0.5875664898128816,1.2554993991124712,0.6653818765336746,0
1.9162940478767412,0.7538967854361449,1.8625112837394675,0
-0.2855973340576546,1.542129464070372,-0.2643037269346539,0
-0.3014155192727005,0.32395168799929375,-0.3025099846114345,0
0.5875664898128816,-0.3926234743954582,0.6653818765336746,0
-0.2476336895415443,0.25229417175981855,-0.20699434041948303,0
-0.2855973340576546,0.5389242367177194,-0.2706714365474507,0
-0.1337427559932135,-0.24930844191650778,-0.1305818250659218,0
-0.41720463504683686,-0.24930844191650778,-0.39719782655372254,0
-0.3646882601328843,0.32395168799929375,-0.36357631979815563,0
-0.2476336895415443,0.1806366555203434,-0.22609746925787336,0
-0.3551973490038567,-0.5359385068744086,-0.30887769422423134,0
-0.3393791637888108,0.10897913928086818,-0.32798082306262166,0
-0.35836098604686595,0.46726672047824414,-0.34071624228821523,0
-0.29825188222969135,1.4704719478308967,-0.2834068557730443,0
2.042839529597109,0.5389242367177194,1.7988341876114997,0
-0.41214281577802214,-0.24930844191650778,-0.3951601594776276,0
-0.4020191772403927,0.39560920423876894,-0.3831888654055696,0
-0.3457064378748292,0.03732162304139299,-0.31524540383702815,0
-0.39063008388555964,-0.5359385068744086,-0.37943191673401955,0
0.6508392306730654,-1.7541162829454868,0.7736329399512196,0
-0.3944264483371707,0.1806366555203434,-0.3742103948515262,0
-0.3393791637888108,-0.10599340943755739,-0.3216131134498249,0
-0.37417917126191186,0.25229417175981855,-0.37064447746836,0
0.14465730379159517,0.9688693341545705,0.21327449402510376,0
-0.36785189717589345,-0.17765092567703258,-0.4043933384161829,0
-0.37417917126191186,0.10897913928086818,-0.34517363901717296,0
-0.389364629068356,-0.6075960231138837,-0.35759067276212664,0
-0.3109064304017281,1.0405268503940457,-0.3025099846114345,0
-0.045160918788956186,-1.2525136692691605,-0.4043933384161829,0
3.5613853102415196,-1.1808561530296853,3.9574877463496048,0
-0.39063008388555964,0.8255543016756202,-0.4043933384161829,0
-0.3805064453479302,0.6822392691966698,-0.36816107071936927,0
-0.41720463504683686,-0.320965958155983,-0.3938866175550682,0
-0.2729427858856178,-1.037541120550735,-0.21972975964507657,0
-0.18436094868136052,0.32395168799929375,-0.15605266351710886,0
0.13200275561955846,1.1838418828729962,0.18143594596111992,0
-0.3520337119608476,0.10897913928086818,-0.3216131134498249,0
0.4610210080925141,0.7538967854361449,0.5762339419545197,0
-0.23497914136950754,1.3271569153519465,-0.2133620500322798,0
-0.41720463504683686,-0.0343358931980822,-0.3952875136698835,0
-0.30457915631570975,1.0405268503940457,-0.31524540383702815,0
-0.2476336895415443,-0.5359385068744086,-0.2643037269346539,0
-0.33305188970279237,0.10897913928086818,-0.3343485326754184,0
-0.34254280083182,0.46726672047824414,-0.3343485326754184,0
-0.3805064453479302,-0.17765092567703258,-0.3720453735831753,0
-0.3994882676059854,0.6105817529571945,-0.37223640487155923,0
-0.34254280083182,-0.0343358931980822,-0.3443458367675094,0
-0.39063008388555964,0.8255543016756202,-0.3781583748114602,1
-0.3551973490038567,0.46726672047824414,-0.35185973411060956,1
7.547567984433098,1.1838418828729962,7.319638421906299,1
-0.3836700823909394,1.1838418828729962,-0.3717906651986635,1
-0.3805064453479302,0.8972118179150953,-0.3765027703121331,1
-0.33305188970279237,0.7538967854361449,-0.31524540383702815,1
-0.33621552674580163,1.0405268503940457,-0.30887769422423134,1
-0.20967004502543404,1.112184366633521,-0.24520059809626366,1
-0.37734280830492106,1.2554993991124712,-0.3649772159129709,1
-0.37734280830492106,0.8972118179150953,-0.35306959893704093,1
-0.3109064304017281,0.5389242367177194,-0.2834068557730443,1
1.5366576027156384,0.8255543016756202,1.2766819993621643,1
-0.3014155192727005,-0.0343358931980822,-0.2706714365474507,1
2.2326577521776603,1.9720745615072233,2.403766600827193,1
-0.260288237713581,0.39560920423876894,-0.2643037269346539,1
-0.23497914136950754,0.6822392691966698,-0.22609746925787336,1
-0.3109064304017281,0.5389242367177194,-0.28977456538584107,1
-0.3298882526597832,0.8255543016756202,-0.32798082306262166,1
-0.32039734153075566,0.25229417175981855,-0.3343485326754184,1
-0.29825188222969135,0.25229417175981855,-0.2834068557730443,1
1.0304756758341682,0.6105817529571945,1.0410767436886839,1
-0.019851822444882646,1.7571020127887975,-0.1496849539043121,1
-0.3805064453479302,-0.3926234743954582,-0.3720453735831753,1
-0.41340827059522584,1.1838418828729962,-0.39395029465119624,1
-0.31723370448774646,1.542129464070372,-0.3216131134498249,1
2.295930493037844,0.25229417175981855,1.926188379867435,1
-0.3868337194339487,0.6105817529571945,-0.37573864515859745,1
-0.3646882601328843,0.7538967854361449,-0.3343485326754184,1
4.953385609165562,0.5389242367177194,5.141881734329803,1
-0.37417917126191186,0.1806366555203434,-0.3515413486299697,1
-0.3868337194339487,0.25229417175981855,-0.4043933384161829,1
0.7141119715332492,1.6854444965493225,0.6972204245976584,1
-0.37734280830492106,0.6822392691966698,-0.4043933384161829,1
-0.260288237713581,-0.320965958155983,-0.2643037269346539,1
-0.33305188970279237,1.1838418828729962,-0.31524540383702815,1
-0.40961190614361476,0.32395168799929375,-0.39254939853638093,1
-0.22232459319747078,0.7538967854361449,-0.13694953467871854,1
-0.4108773609608185,-0.17765092567703258,-0.38790097051903927,1
-0.3836700823909394,0.8255543016756202,-0.3702624148915922,1
0.8406574532536167,0.8972118179150953,0.8564131649175777,1
-0.37734280830492106,0.9688693341545705,-0.37274582164058295,1
-0.39569190315437436,0.5389242367177194,-0.37580232225472543,1
