Nationality,Age,Value,Cluster
0.29558913202238213,-0.2940667748545066,-0.36150318111090224,4
-0.40434648995045297,-0.08233869695926191,-0.3045669045549064,4
1.432984517728239,0.7645736146217169,-0.16791984082051647,4
-1.4979958992830078,1.1880297704122063,0.13574030081146116,4
-0.9292982064300793,-0.2940667748545066,-0.24383487622851088,4
0.4705730375155909,-1.5644352422259749,-0.36681723358946183,4
1.2580006122350302,0.7645736146217169,-0.35770742934050254,4
1.432984517728239,-0.9292510085402407,-0.3121584080957059,4
1.65171439959475,0.9763016925169615,2.7775835330096665,4
1.432984517728239,-1.5644352422259749,-0.3159541598661056,4
-0.9292982064300793,2.034942081993185,-0.3911100449200201,4
-0.7105683245635683,-0.5057948527497513,0.5001324707698344,4
1.5204764704748435,0.1293893809359828,0.014276244158670067,4
0.07685925015587114,-0.08233869695926191,7.939805940753287,4
-1.4979958992830078,-0.717522930644996,-0.323545663406905,4
-0.9730441828033815,1.3997578483074509,-0.38503684208738054,4
1.432984517728239,0.9763016925169615,0.803792612401812,4
0.20809717927577773,-0.2940667748545066,-0.3159541598661056,4
0.733048895755404,-0.717522930644996,0.803792612401812,4
-0.623076371816964,-0.5057948527497513,-0.35391167757010283,4
1.5642224468481456,-0.5057948527497513,-0.22865186914691205,4
0.7767948721287062,1.6114859262026957,-0.3425244222589036,4
-1.4979958992830078,-1.35270716433073,-0.3425244222589036,4
0.9955247539952172,-1.1409790864354854,-0.3880734435037003,4
-0.5355844190703596,-1.1409790864354854,-0.4017381498771393,4
-0.623076371816964,-0.717522930644996,6.0419300555534265,4
-0.7543143009368705,-0.08233869695926191,-0.3197499116365053,4
-0.7543143009368705,0.5528455367264722,-0.35770742934050254,4
1.0392707303685194,-0.9292510085402407,-0.18310284790211537,4
1.170508659488426,-0.9292510085402407,-0.3911100449200201,4
0.8205408485020084,-0.717522930644996,-0.3698538350057816,4
-1.4105039465364033,-1.35270716433073,-0.323545663406905,4
0.12060522652917334,-0.08233869695926191,0.12055729372986228,4
-0.2293625844572442,-0.08233869695926191,0.014276244158670067,4
-0.40434648995045297,1.1880297704122063,1.6388580018897505,4
-0.9730441828033815,0.9763016925169615,-0.3463201740293034,4
1.170508659488426,-0.2940667748545066,-0.35770742934050254,4
0.733048895755404,-0.717522930644996,0.4242174353618399,4
1.1267626831151238,-0.717522930644996,-0.38503684208738054,4
-0.7980602773101727,2.034942081993185,-0.2931796492437073,4
1.214254635861728,0.5528455367264722,-0.36681723358946183,4
0.9080328012486127,-0.5057948527497513,0.803792612401812,4
1.4767304941015413,-0.08233869695926191,-0.35770742934050254,4
1.214254635861728,-1.1409790864354854,-0.26660938685090924,4
-0.623076371816964,-1.5644352422259749,-0.16791984082051647,4
0.03311327378256895,0.1293893809359828,1.2592828248497785,4
-0.010632702590733241,-0.2940667748545066,-0.4108479541260986,4
0.20809717927577773,-0.08233869695926191,1.1074527540337897,4
-0.3168545372038486,-0.9292510085402407,-0.35391167757010283,4
-0.3168545372038486,-0.9292510085402407,-0.36681723358946183,4
-0.3168545372038486,0.9763016925169615,0.029459251240268963,4
-0.3168545372038486,-1.5644352422259749,-0.38200024067106075,4
-1.4105039465364033,0.5528455367264722,-0.3273414151773048,4
0.8205408485020084,-1.35270716433073,-0.3911100449200201,4
-1.4105039465364033,2.4583982377836744,-0.3865551427955404,4
1.432984517728239,-0.9292510085402407,-0.3387286704885039,4
-1.2355200410431946,1.6114859262026957,1.2592828248497785,4
