Nationality,Age,Value,Cluster
1.578691546966259,0.9763266331498426,-0.35304064605383795,4
0.8843255512303148,-1.1709975447824597,0.48286854295797826,4
-0.3308149413075877,0.3321293797701519,-0.2906593632917621,4
1.4051000480322728,-0.9562651269892294,-0.35304064605383795,4
-0.6346000644420633,0.3321293797701519,-0.35719939823797636,4
-0.4176106907745807,0.5468617975633822,1.4809690671511917,4
-0.4176106907745807,-0.526800291402769,5.223846032875742,4
-0.8515894381095458,0.5468617975633822,-0.24907184145037825,4
-0.9817830623100354,0.5468617975633822,-0.33224688513314604,4
0.9711213006973077,-0.7415327091959991,-0.18253180650416403,4
-1.5025575591119935,0.9763266331498426,0.06699332454413934,4
-0.5478043149750702,-1.1709975447824597,-0.42207593231053525,4
-1.2421703107110145,-0.31206787360953875,-0.3156118763965925,4
-0.8081915633760494,-1.1709975447824597,-0.21580182397727113,4
-0.6346000644420633,-1.3857299625756898,-0.40377742270032635,4
0.9277234259638112,-1.1709975447824597,-0.3364056373172844,4
1.7956809206337414,1.1910590509430727,0.23334341190967492,4
-0.6346000644420633,0.7615942153566123,-0.32392938076486927,4
-1.2421703107110145,-0.7415327091959991,-0.2324368327138247,4
1.1013149248977974,0.5468617975633822,-0.40377742270032635,4
1.4484979227657695,-0.9562651269892294,-0.41874893056322454,4
1.6654872964332519,0.3321293797701519,-0.29481811547590053,4
0.05976593129388094,-0.09733545581630852,-0.3156118763965925,4
1.1013149248977974,0.3321293797701519,-0.28650061110762376,4
-1.0251809370435319,-0.09733545581630852,-0.1492617890310569,4
-0.6346000644420633,2.0499887221159936,-0.21580182397727113,4
-1.5025575591119935,0.9763266331498426,0.9819188050545851,4
-0.4176106907745807,1.1910590509430727,1.8136692418822629,4
-0.9383851875765389,-0.526800291402769,-0.2324368327138247,4
0.10316380602737746,-0.09733545581630852,0.15016836822690713,4
-0.3308149413075877,-0.7415327091959991,-0.3613581504221148,4
1.0145191754308043,0.9763266331498426,-0.18253180650416403,4
-0.7647936886425528,-0.31206787360953875,0.3996934992752105,4
1.491895797499266,0.11739696197692169,0.0337233070710322,4
1.2749064238317833,-0.9562651269892294,-0.19916681524071758,4
-0.3308149413075877,0.9763266331498426,3.1444699408065473,4
-1.2421703107110145,0.9763266331498426,3.0612948971237794,4
1.491895797499266,1.8352563043227634,-0.39878692007936023,4
1.4051000480322728,0.3321293797701519,-0.016181719138628446,4
-1.2421703107110145,0.9763266331498426,0.05035831580758577,4
1.6654872964332519,1.1910590509430727,-0.39878692007936023,4
-0.6346000644420633,0.9763266331498426,-0.21580182397727113,4
-0.6346000644420633,1.1910590509430727,-0.18253180650416403,4
-0.3308149413075877,0.9763266331498426,0.05035831580758577,4
1.1447127996312938,-0.7415327091959991,-0.3655169026062532,4
1.1013149248977974,-0.9562651269892294,-0.41874893056322454,4
1.578691546966259,-1.1709975447824597,-0.34056438950142287,4
1.4051000480322728,-0.9562651269892294,-0.35304064605383795,4
-1.5025575591119935,0.11739696197692169,-0.36967565479039155,4
-0.3308149413075877,-1.1709975447824597,-0.35304064605383795,4
-1.1553745612440214,0.5468617975633822,0.08362833328069291,4
-0.3308149413075877,-0.9562651269892294,-0.3838154122164621,4
1.491895797499266,0.3321293797701519,-0.3114531242124541,4
-1.0251809370435319,0.11739696197692169,-0.27402435455520857,4
1.4051000480322728,-0.31206787360953875,3.4771701155376182,4
-0.6346000644420633,-0.7415327091959991,-0.4170854296895692,4
-0.3308149413075877,1.1910590509430727,0.18343838570001428,4
1.4051000480322728,0.9763266331498426,0.8987437613718172,4
-1.4157618096450004,-1.3857299625756898,0.23334341190967492,4
-0.24401919184059465,1.6205238865295333,-0.3114531242124541,4
0.1899595554943705,-0.09733545581630852,1.2314439361028884,4
0.233357430227867,0.11739696197692169,-0.3871424139637728,4
1.491895797499266,0.9763266331498426,-0.3779931591586683,4
1.2749064238317833,-0.31206787360953875,-0.2657068501869318,4
1.7956809206337414,0.3321293797701519,-0.18253180650416403,4
