Value,Acceleration,Release Clause,Cluster
-0.35304064605383795,0.588587731098317,-0.322006117388198,4
0.48286854295797826,0.8536471066922612,0.33433888801844486,4
-0.2906593632917621,-1.333092741957779,-0.2915795277335855,4
-0.35304064605383795,-0.07406070788654369,-0.33026476315159287,4
-0.35719939823797636,0.4560580433013448,-0.3360892817426187,4
1.4809690671511917,0.588587731098317,1.5687890968627267,4
5.223846032875742,0.654852574996803,4.698381175622878,4
-0.24907184145037825,-0.8692388346683765,-0.2568062824140282,4
-0.33224688513314604,0.3235283555043727,-0.2915795277335855,4
-0.18253180650416403,1.2512361700831776,-0.14379323512546718,4
0.06699332454413934,-0.007795863988057627,0.030072991472319007,4
-0.42207593231053525,0.1247338238089145,-0.3947691332193715,4
-0.3156118763965925,-0.405384927378974,-0.27419290507380684,4
-0.21580182397727113,1.2512361700831776,-0.23072634842436027,4
-0.40377742270032635,0.4560580433013448,-0.36947159724939366,4
-0.3364056373172844,0.1247338238089145,-0.2915795277335855,4
0.23334341190967492,-1.6644169614502093,0.26479239737933036,4
-0.32392938076486927,-0.6704443029729182,-0.30896615039336406,4
-0.2324368327138247,1.3837658578801497,-0.16117985778524582,4
-0.40377742270032635,-1.0680333663638346,-0.3783387748058808,4
-0.41874893056322454,-2.9897138394199305,-0.39450833387947487,4
-0.29481811547590053,-0.8029739907698904,-0.2915795277335855,4
-0.3156118763965925,0.05846897991042844,-0.30896615039336406,4
-0.28650061110762376,0.19099866770740057,-0.27419290507380684,4
-0.1492617890310569,1.0524416383877193,-0.18725979177491373,4
-0.21580182397727113,-0.8692388346683765,-0.18725979177491373,4
0.9819188050545851,0.1247338238089145,1.2210566436671544,4
1.8136692418822629,1.3837658578801497,2.0643078426664174,4
-0.2324368327138247,0.4560580433013448,-0.2481129710841389,4
0.15016836822690713,-0.14032555178502976,0.22132584072988384,4
-0.3613581504221148,0.1247338238089145,-0.3436524625996224,4
-0.18253180650416403,-2.6583896199275,-0.11771330113579927,4
0.3996934992752105,0.8536471066922612,0.25609908604944104,4
0.0337233070710322,1.1187064822862054,-0.039473499166795455,4
-0.19916681524071758,0.19099866770740057,-0.16117985778524582,4
3.1444699408065473,0.2572635116058866,2.777159371717341,4
3.0612948971237794,1.8476197651695523,3.4291577214590396,4
-0.39878692007936023,-2.128270868739612,-0.3793819721654675,4
-0.016181719138628446,0.9861767944892333,-0.07424674448635273,4
0.05035831580758577,-0.07406070788654369,0.07353954812176555,4
-0.39878692007936023,0.19099866770740057,-0.37851264103247856,4
-0.21580182397727113,-1.5318872736532372,-0.18725979177491373,4
-0.18253180650416403,-0.6704443029729182,-0.1524865464553565,4
0.05035831580758577,0.7873822627937752,0.003993057482651096,4
-0.3655169026062532,-0.6704443029729182,-0.3367847466490098,4
-0.41874893056322454,-0.8692388346683765,-0.39172647425391033,4
-0.34056438950142287,0.9199119505907473,-0.30027283906347474,4
-0.35304064605383795,-0.4716497712774601,-0.3323511578707663,4
-0.36967565479039155,0.654852574996803,-0.3548668342151796,4
-0.35304064605383795,0.7211174188952891,-0.30896615039336406,4
0.08362833328069291,1.3837658578801497,-0.0655534331564634,4
-0.3838154122164621,0.654852574996803,-0.36043055346630876,4
-0.3114531242124541,0.1247338238089145,-0.30896615039336406,4
-0.27402435455520857,0.9199119505907473,-0.2654995937439175,4
3.4771701155376182,1.1187064822862054,3.2205182495416955,4
-0.4170854296895692,1.1187064822862054,-0.390335544441128,4
0.18343838570001428,0.3897931994028588,0.14308603876088002,4
0.8987437613718172,-0.33912008348048794,1.0558837283992575,4
0.23334341190967492,1.2512361700831776,0.17785928408043727,4
-0.3114531242124541,-2.194535712638098,-0.30027283906347474,4
1.2314439361028884,0.8536471066922612,1.316683068295937,4
-0.3871424139637728,0.5223228871998309,-0.3752091827271206,4
-0.3779931591586683,-0.07406070788654369,-0.3636470786583678,4
-0.2657068501869318,-0.405384927378974,-0.19595310310480304,4
-0.18253180650416403,-1.7306818053486954,-0.14379323512546718,4
-0.34472314168556123,0.1247338238089145,-0.3384364758016888,4
-0.3655169026062532,0.3897931994028588,-0.3585180249737331,4
-0.2324368327138247,-0.405384927378974,-0.1785664804450244,4
0.7323936740062816,0.7211174188952891,0.9341773697808072,4
-0.4087679253212924,0.1247338238089145,-0.38329396226391765,4
-0.31977062858073085,-0.07406070788654369,-0.2915795277335855,4
-0.3156118763965925,0.05846897991042844,-0.2915795277335855,4
-0.42706643493150137,-3.0559786833184166,-0.3989419226577184,4
-0.35719939823797636,0.588587731098317,-0.3185287928562423,4
8.71719786755199,0.2572635116058866,8.801624123330633,4
-0.38880591483742816,-2.8571841516229584,-0.3639078779982645,4
-0.3738344069745299,-0.14032555178502976,-0.36043055346630876,4
-0.41542192881591383,-0.6704443029729182,-0.3873798185889656,4
-0.40377742270032635,-0.9355036785668626,-0.3727750555547516,4
-0.36967565479039155,-1.9294763370441534,-0.3573009613875486,4
-0.3738344069745299,-0.007795863988057627,-0.3573878945008475,4
0.26661342938278204,0.19099866770740057,0.30825895402877684,4
-0.4087679253212924,-0.07406070788654369,-0.3869451530224711,4
-0.2657068501869318,0.05846897991042844,-0.2568062824140282,4
-0.016181719138628446,-0.5379146151759462,0.012686368812540373,4
-0.1492617890310569,0.1247338238089145,-0.09163336714613132,4
0.10026334201724649,1.648825233474094,-0.05686012182657409,4
-0.2657068501869318,-1.1342982102623207,-0.20464641443469236,4
0.0004532895979251278,0.7211174188952891,0.12569941610110139,4
-0.08272175408484266,-0.405384927378974,-0.1524865464553565,4
-0.33224688513314604,0.05846897991042844,-0.3354807499495265,4
-0.2823418589234854,0.9199119505907473,-0.2394196597542496,4
-0.41043142619494777,-0.405384927378974,-0.3811206344314454,4
-0.2823418589234854,0.3235283555043727,-0.27419290507380684,4
-0.40710442444763706,0.5223228871998309,-0.3791211728255708,4
-0.40045042095301564,0.19099866770740057,-0.36451640979135674,4
0.23334341190967492,-0.8029739907698904,0.2908723313689983,4
-0.19916681524071758,1.1187064822862054,-0.20464641443469236,4
-0.2698656023710702,-1.5981521175517233,-0.2394196597542496,4
-0.42207593231053525,-0.20659039568351584,-0.3947691332193715,4
-0.2324368327138247,0.8536471066922612,-0.1698731691151351,4
-0.21580182397727113,0.19099866770740057,-0.1698731691151351,4
-0.3779931591586683,0.7211174188952891,-0.3551276335550763,4
-0.3364056373172844,-0.007795863988057627,-0.3176594617232534,4
-0.42207593231053525,-0.27285523958200186,-0.3902486113278291,4
-0.3871424139637728,-1.2668278980592929,-0.36347321243177005,4
-0.4137584279422585,-0.14032555178502976,-0.38207689867773315,4
-0.40211392182667094,-1.333092741957779,-0.3803382364117553,4
0.31651845559244274,0.9199119505907473,0.43865862397711647,4
0.15016836822690713,-0.4716497712774601,0.16916597275054793,4
-0.1492617890310569,0.19099866770740057,-0.12640661246568854,4
-0.2823418589234854,0.588587731098317,-0.28288621640369616,4
-0.24907184145037825,-0.007795863988057627,-0.2654995937439175,4
-0.3364056373172844,-1.7969466492471815,-0.30027283906347474,4
-0.032816727875182014,0.05846897991042844,-0.07424674448635273,4
1.397794023468424,0.588587731098317,1.2210566436671544,4
-0.3280881329490076,0.7211174188952891,-0.332611957210663,4
-0.4120949270686031,-0.6704443029729182,-0.38529342386979215,4
-0.3779931591586683,-0.6704443029729182,-0.36147375082589545,4
0.1668033769634607,-1.9957411809426395,0.12569941610110139,4
0.48286854295797826,0.5223228871998309,0.6038315392450134,4
-0.38215191134280674,-1.399357585856265,-0.37068866083557817,4
-0.33224688513314604,-0.007795863988057627,-0.27419290507380684,4
0.05035831580758577,0.2572635116058866,0.03876630280220829,4
0.6492186303235139,0.19099866770740057,0.48212518062656307,4
-0.2823418589234854,0.9861767944892333,-0.2654995937439175,4
-0.3871424139637728,-0.405384927378974,-0.3676460018701169,4
-0.3954599183320495,-2.062006024841126,-0.3696454634759914,4
-0.3779931591586683,-0.20659039568351584,-0.364342543564759,4
-0.41874893056322454,-2.525859932130528,-0.3936390027464859,4
